category,text
Sci/Tech,"AP - Scientists will use advanced technology never before deployed beneath the sea as they try to discover new creatures, behaviors and phenomena in a 10-day expedition to the Gulf of Mexico's deepest reaches."
Sci/Tech,"AP - The Forest Service exaggerated the effect of wildfires on California spotted owls in justifying a planned increase in logging in the Sierra Nevada, according to a longtime agency expert who worked on the plan."
Sci/Tech,"AP - Swedish geologists may have found a way to predict earthquakes weeks before they happen by monitoring the amount of metals like zinc and copper in subsoil water near earthquake sites, scientists said Wednesday."
Sci/Tech,AP - Norwegian scientists who explored the deep waters of the Atlantic Ocean said Thursday their findings — including what appear to be new species of fish and squid — could be used to protect marine ecosystems worldwide.
Sci/Tech,"AP - The number of days that beaches closed or posted warnings because of pollution rose sharply in 2003 due to more rainfall, increased monitoring and tougher standards, an environmental group said on Thursday."
Sci/Tech,AP - Warming water temperatures in the central equatorial Pacific last month may indicate the start of a new El Nino.
Sci/Tech,"AP - The Cassini spacecraft's mission to Saturn has revealed a new radiation belt around the ringed planet and found that lightning in its atmosphere is occurring in different patterns than it did when NASA's Voyagers flew by in the early 1980s, scientists said."
Sci/Tech,"AP - Gangs of poachers in Congo have been slaughtering the world's minuscule population of northern white rhinos, reducing the population by about one-half in just more than a year, a key conservation organization said Friday."
Sci/Tech,"AP - Three shark attacks off the Texas coast in the past two months are unusual but don't mean there are more sharks than normal along the beach or that they are getting bolder, marine biologists and other experts say."
Sci/Tech,"AP - It's a lesson many little humans could learn from baby birds: Sometimes, being nice to other youngsters pays off. Brown-headed cowbirds, like several other bird species, leave their eggs in the nests of other birds, who then feed and raise the cowbird chicks."
Sci/Tech,"AP - The $10 million competition to send a private manned rocket into space started looking more like a race Thursday, when a Canadian team announced plans to launch its rocket three days after an American group intends to begin qualifying for the Ansari X prize."
Sci/Tech,AP - The University of Texas and Texas A&M University are planning to construct what they call the world's largest telescope with the help of a Houston businessman's $1.25 million gift.
Sci/Tech,AP - Residents burned tires and trash in the streets Thursday trying to drive off swarms of locusts descending on the region in what a U.N. agency called the worst sub-Saharan invasion in more than a decade.
Sci/Tech,"A security advisory posted on Bugtraq demonstrates how hackers can compromise customers of T-mobile wireless and Verizon (landline) voicemail boxes. The advisory talks about the use of Caller-ID spoofing the customers number, allowing a bypass of the PIN code since the voicemail thinks that the customer is calling to check their own voicemail. According to Secure Science Corporation, there has been no response from the vendors. Comments have been posted that T-Mobile has optional PIN code protection off by default. Better turn it on."
Sci/Tech,"It's ironic that Microsoft could help further cement its dominance in the browser market by joining its largest rival in an effort to support web standards.  At the same time, that act would go a long way towards improving the web in general for developers and users alike."
Sci/Tech,"Occasionally a computer will become so significantly compromised with viruses, trojans, backdoors, hacked, spyware or malware that it becomes irrecoverable with normal means. Occasionally said computer will belong to a client, family member, friend or otherwise very important person who needs said computer back with data. In most business envrionments user data should be on the server and the following process is not typically appropriate. This process is Windows specific, and will help you deal with Windows less than graceful failures when taken over by viruses, trojans, spyware or has been hacked.    If you do not have data to recover, or an substantial operational need to keep that exact install, then just wipe the drive and reinstall the Operating System. There are times however when you really need to recover a system and format c:\\ is not an option. This process is not intended to be all inclusive, but to give you a starting point so that you can start doing other needed system repairs and or recover files safely. Fundamentally a recovered system that has been owned can be recovered, but never again should be considered known or trusted. It is always better to wipe and reinstall, but it is not always an option."
Sci/Tech,"The Register ran a story on August 6th called 'Phone spam misery looms stateside.' It seems that there's legislative nastiness underway in Washington, DC to essentially gut the existing junk fax law, and replace it with a marketer's wet dream."
